AnswerID,Question,Reference_Answer,Model_Answer,Precision,Recall,F1_Score
ADAM_0003147_Sec1.txt,What is (are) Polycystic ovary syndrome ? (Also called: Polycystic ovaries; Polycystic ovary disease; Stein-Leventhal syndrome; Polyfollicular ovarian disease),"Polycystic ovary syndrome is a condition in which a woman has an imbalance of female sex hormones. This may lead to changes in the menstrual cycle, cysts in the ovaries, trouble getting pregnant, and other health problems.)","Polycystic ovary syndrome is a condition characterized by the presence of multiple cysts in the ovaries, which can cause pain, bloating, and other symptoms. It is also known by several other names, including Stein-Leventhal syndrome and Polyfollicular ovarian disease.<|end_of_text|>",0.8511602878570557,0.9045917987823486,0.877062976360321
ADAM_0003147_Sec2.txt,What causes Polycystic ovary syndrome ? (Also called: Polycystic ovaries; Polycystic ovary disease; Stein-Leventhal syndrome; Polyfollicular ovarian disease),"PCOS is linked to changes in hormone levels that make it harder for the ovaries to release fully-grown (mature) eggs. The reasons for these changes are unclear. The hormones affected are: - Estrogen and progesterone, the female hormones that help a woman's ovaries release eggs  - Androgen, a male hormone that is found in small amounts in women  Normally, one or more eggs are released during a woman's cycle. This is known as ovulation. In most cases, this release of eggs occurs about 2 weeks after the start of a menstrual period.  In PCOS, mature eggs are not released. Instead, they stay in the ovaries with a small amount of fluid around them. There can be many of these. However, not all women with the condition will have ovaries with this appearance.  These problems with the release of eggs can contribute to infertility. The other symptoms of this disorder are due to thehormoneimbalances. Most of the time, PCOS is diagnosed in women in their 20s or 30s. However, it may also affect teenage girls. The symptoms often begin when a girl's periods start. Women with this disorder often have a mother or sister who has similar symptoms.)","The exact cause of Polycystic ovary syndrome is unknown, but it is believed to be a genetic disorder. The syndrome is characterized by the presence of multiple cysts in the ovaries, which can cause pain, bloating, and other symptoms.<|end_of_text|>",0.8420497179031372,0.8230688571929932,0.8324511647224426
ADAM_0002818_Sec7.txt,What are the complications of Noonan syndrome ?,"Buildup of fluid in tissues of body (lymphedema, cystic hygroma) - Failure to thrive in infants - Low self-esteem - Infertility in males if both testes are undescended - Problems with the structure of the heart - Short height - Social problems due to physical symptoms)","Noonan syndrome is a genetic disorder that can lead to various complications such as growth abnormalities, intellectual disability, and certain types of tumors. However, the specific complications of Noonan syndrome vary depending on the subtype of the disease and other factors. Further information is needed to provide a complete answer to the question.<|end_of_text|>",0.813736081123352,0.8069462776184082,0.8103269338607788
ADAM_0002818_Sec9.txt,How to prevent Noonan syndrome ?,Couples with a family history of Noonan syndrome may want to consider genetic counseling before having children.),"Based on the given information, there is no known cure or preventative measure for Noonan syndrome. However, research is ongoing and there may be potential genetic testing and treatment options in the future. It is important to continue monitoring and following up with healthcare providers to stay informed about the latest developments.<|end_of_text|>",0.8190930485725403,0.8705252408981323,0.8440263271331787
GARD_0004375_Sec1.txt,What are the symptoms of Neurofibromatosis-Noonan syndrome ? (Also called: NFNS; Noonan neurofibromatosis syndrome; Neurofibromatosis with Noonan phenotype; Neurofibromatosis),"The Human Phenotype Ontology provides the following list of signs and symptoms for Neurofibromatosis-Noonan syndrome. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormality of the helix 90% Abnormality of the pulmonary valve 90% Aplasia/Hypoplasia of the abdominal wall musculature 90% Cafe-au-lait spot 90% Cognitive impairment 90% Hypertelorism 90% Hypertrophic cardiomyopathy 90% Low-set, posteriorly rotated ears 90% Ptosis 90% Short stature 90% Webbed neck 90% Abnormality of coagulation 50% Abnormality of the lymphatic system 50% Abnormality of the thorax 50% Cryptorchidism 50% Feeding difficulties in infancy 50% Lisch nodules 5% Autosomal dominant inheritance - Axillary freckling - Cubitus valgus - Delayed speech and language development - Depressed nasal bridge - Epicanthus - Hypoplasia of midface - Inguinal freckling - Low posterior hairline - Low-set ears - Macrocephaly - Malar flattening - Muscle weakness - Neurofibromas - Optic glioma - Pectus excavatum of inferior sternum - Posteriorly rotated ears - Prominent nasolabial fold - Pulmonic stenosis - Scoliosis - Secundum atrial septal defect - Short neck - Specific learning disability - Superior pectus carinatum - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.)","The symptoms of Neurofibromatosis-Noonan syndrome include neurofibromas, which are benign nerve tumors, and abnormalities in the bones, skin, and eyes. The syndrome is characterized by a high incidence of malignant tumors, particularly neuroblastoma and glioma, as well as a higher risk of developing certain types of tumors. Symptoms may vary depending on the specific subtype of NFNS, but can include nerve damage, pain, and numbness.<|end_of_text|>",0.830129086971283,0.7652960419654846,0.7963952422142029
GARD_0004450_Sec3.txt,Is Noonan syndrome inherited ?,"Noonan syndrome is inherited in an autosomal dominant manner. This means that having one changed (mutated) copy of the responsible gene in each cell is enough to cause the condition. Each child of a person with Noonan syndrome has a 50% (1 in 2) chance to inherit the condition. In some cases, the condition is inherited from an affected parent. Because the features of the condition can vary and may be very subtle, many affected adults are diagnosed only after the birth of a more obviously affected infant. In other cases, the condition is caused by a new mutation occurring for the first time in the affected person.)","Yes, Noonan syndrome is inherited. It is a genetic disorder that is caused by mutations in the P12 Noonan gene. The mutations result in abnormal growth and development, leading to the characteristic features of Noonan syndrome.<|end_of_text|>",0.8590089678764343,0.8360194563865662,0.8473583459854126
GARD_0004450_Sec4.txt,What are the treatments for Noonan syndrome ?,Management generally focuses on the specific signs and symptoms present in each person. Treatments for the complications of Noonan syndrome (such as cardiovascular abnormalities) are generally standard and do not differ from treatment in the general population. Developmental disabilities are addressed by early intervention programs and individualized education strategies. Treatment for serious bleeding depends upon the specific factor deficiency or platelet abnormality. Growth hormone treatment increases growth velocity. More detailed information about treatment for Noonan syndrome can be viewed on the GeneReviews Web site.),"Based on the given information, there is no specific treatment for Noonan syndrome. The treatment for the symptoms of the syndrome are treated through clinical management and therapy. However, it is important to note that this is just based on the information provided and there may be other treatments available that are not mentioned in the given information.<|end_of_text|>",0.8428688049316406,0.8448588848114014,0.8438627123832703
GHR_0000804_Sec2.txt,How many people are affected by polycystic kidney disease ? (Also called: PKD; polycystic renal disease),"Polycystic kidney disease is a fairly common genetic disorder. It affects about 500,000 people in the United States. The autosomal dominant form of the disease is much more common than the autosomal recessive form. Autosomal dominant polycystic kidney disease affects 1 in 500 to 1,000 people, while the autosomal recessive type occurs in an estimated 1 in 20,000 to 40,000 people.","According to the PKD Foundation, approximately 2.4 million people in the United States are affected by polycystic kidney disease.<|end_of_text|>",0.8433091640472412,0.8456176519393921,0.8444618582725525
ADAM_0002818_Sec1.txt,What is (are) Noonan syndrome ?,Noonan syndrome is a disease that can be passed down through families (inherited). It causes many parts of the body to develop abnormally.),"Noonan syndrome is a genetic disorder that affects various parts of the body, including the heart, lungs, bones, and skin. It is characterized by distinctive physical features, including a large head size, short neck, and distinctive skin folds. There are several different types of Noonan syndrome, with each type affecting a different part of the body. However, all types of Noonan syndrome are caused by mutations in the PIGA gene.<|end_of_text|>",0.8360034823417664,0.8641431927680969,0.8498404622077942
GARD_0004450_Sec1.txt,What is (are) Noonan syndrome ?,"Noonan syndrome is a genetic disorder that causes abnormal development of multiple parts of the body. Features of Noonan syndrome may include a distinctive facial appearance, short stature, a broad or webbed neck, congenital heart defects, bleeding problems, skeletal malformations, and developmental delay. Noonan syndrome may be caused by mutations in any one of several genes including the PTPN11, KRAS, RAF1, SOS1, NRAS and BRAF genes. It is sometimes referred to as a specific subtype based on the responsible gene in an affected person. Noonan syndrome is typically inherited in an autosomal dominant manner but many cases are due to a new mutation and are not inherited from an affected parent.)","Noonan syndrome is a genetic condition that typically results in a range of symptoms such as short stature, distinctive facial features, and developmental delays. There are several different subtypes of Noonan syndrome, each with its own characteristic features.<|end_of_text|>",0.881607711315155,0.8534111976623535,0.8672803044319153
